Label	logFC	FDR
C22orf34	0.6522947	3.21E-01
COPS7B	-0.3139826	3.21E-01
ZNRF2P1	-0.5751937	3.21E-01
MIR1-1HG	-0.7165378	3.21E-01
LOC146880	-0.4779577	3.21E-01
LINC01210	-1.0121063	3.21E-01
ENKD1	0.2139635	3.21E-01
LOC729296///MIR646HG	-1.2066349	3.21E-01
RABGGTA	-0.2498904	3.21E-01
AMMECR1	0.3124349	3.21E-01
SSX2B	-1.0375393	3.21E-01
TRPV6	-0.7464286	3.21E-01
LY6G5C	-0.5231446	3.21E-01
LOC101927079///LOC727924	-0.6653018	3.21E-01
NPM1	0.2441554	3.21E-01
ASAP1-IT1	0.3757142	3.21E-01
LOC100505715	-0.4007039	3.21E-01
GNG5	-0.2333845	3.21E-01
INTS10	0.242111	3.21E-01
NOL6	0.7786252	3.21E-01
C5orf46	1.322252	3.21E-01
RYR3	-0.8958341	3.21E-01
IL17C	0.4418918	3.22E-01
SRSF6	-0.2186146	3.22E-01
STK25	0.2873306	3.22E-01
THAP11	0.2194882	3.22E-01
AKAP6	-0.5880432	3.22E-01
CWF19L1	-0.2565152	3.22E-01
SLC7A5	0.5477405	3.22E-01
OR2A9P///OR2A20P	-0.456985	3.22E-01
TP53TG5	-1.0778527	3.22E-01
KSR1	-0.8875473	3.22E-01
ADRB1	0.8768178	3.22E-01
BTN3A2///BTN3A3	-0.3081418	3.22E-01
ORC2	0.2906936	3.22E-01
CTSG	-0.6349367	3.22E-01
TLX1	0.9399877	3.22E-01
LARP4	-0.2530808	3.22E-01
TAF13	0.3238505	3.22E-01
COX16	-0.2606472	3.22E-01
LOC100130654	-0.9805089	3.22E-01
TRPM8	0.8186563	3.22E-01
LINC01204	-0.3713221	3.22E-01
MRPS7	0.2560215	3.22E-01
FOXO3B///FOXO3	0.8584001	3.22E-01
CYTH4	0.7816402	3.22E-01
DIRC3	-1.4127416	3.22E-01
TCF12	-0.3095921	3.22E-01
WDFY3	-0.3199223	3.22E-01
ARMC12	-0.8566298	3.22E-01
SLX4IP	0.3395811	3.22E-01
GEN1	0.5337471	3.22E-01
PER4	-0.9537352	3.23E-01
EIF1AD	0.3079722	3.23E-01
LOC101929726	-0.7830146	3.23E-01
LOC105374428	-1.001505	3.23E-01
ZNF618	0.229518	3.23E-01
TP73-AS1	0.7806208	3.23E-01
LRMP	-0.7755974	3.23E-01
EFHB	-0.9476282	3.23E-01
GRASP	-0.9989327	3.23E-01
LOC101060386///BOLA2///SMG1	-0.2342841	3.23E-01
RRP7A	0.9429588	3.23E-01
GSTM2	-0.3571764	3.23E-01
SLC30A5	-0.3460081	3.23E-01
PHF24	-0.681266	3.23E-01
NLN	0.4375386	3.23E-01
LOC100506730	-0.3540707	3.23E-01
B3GALT1	-0.7998093	3.23E-01
EXTL3	0.6015886	3.23E-01
SLC13A4	-0.6553263	3.23E-01
FAM131C	-0.694537	3.23E-01
SARNP	0.2833734	3.23E-01
TRIM33	0.2687734	3.23E-01
TRPC6	0.6654436	3.23E-01
ARMC7	-0.4355218	3.23E-01
LINC00929	-0.670722	3.23E-01
PCDHB17P	-0.7352599	3.24E-01
DPY30	0.2677704	3.24E-01
KIAA0226L	0.6186433	3.24E-01
ZNF280B	-0.6571045	3.24E-01
DCAF15	0.5433198	3.24E-01
ZCCHC2	-0.3556998	3.24E-01
FABP7	1.1468848	3.24E-01
SORT1	0.3705769	3.24E-01
TMEFF2	-0.3783128	3.24E-01
SSR1	-0.322098	3.24E-01
LINC01300	-1.1696041	3.24E-01
LOC101927907	-1.1198185	3.24E-01
PSG2	-0.9977168	3.24E-01
SLC19A1	0.9397307	3.24E-01
LOC105376360	-1.0898893	3.24E-01
METTL17	-0.2812347	3.24E-01
DUSP26	-0.5990911	3.24E-01
LINGO3	-0.3217542	3.24E-01
PLBD1	0.483157	3.24E-01
ARSF	-0.7035472	3.24E-01
TMEM243	-0.3037543	3.24E-01
MAP2K4	-0.2518013	3.24E-01
STRN3	0.2246401	3.24E-01
ARL3	-0.3121363	3.24E-01
SQSTM1	0.2602671	3.24E-01
SPRR2B	0.6318922	3.24E-01
FAM227B	1.0169301	3.24E-01
ENPP1	0.3424178	3.25E-01
TSC22D1-AS1	-0.4673343	3.25E-01
ANKRD2	-0.9000168	3.25E-01
ACER3	0.2588668	3.25E-01
LOC101926892	-0.8176666	3.25E-01
REPIN1	-0.5550609	3.25E-01
LINC01186	-0.5681415	3.25E-01
FAM199X	-0.4115874	3.25E-01
CCR6	-0.7157376	3.25E-01
NIN	-0.3931999	3.25E-01
SON	0.1986912	3.25E-01
PTGER1	-0.5539115	3.25E-01
FNBP1L	-0.2698534	3.25E-01
OR2F2///OR2F1	-1.0330788	3.25E-01
CAPS	0.7224651	3.25E-01
POT1-AS1	0.9077934	3.25E-01
NUDT18	-0.3846718	3.25E-01
CNN3	0.4657	3.25E-01
TMEM245	0.3039638	3.26E-01
FLAD1	0.3919582	3.26E-01
RELA	0.4537074	3.26E-01
GABBR1	0.3119959	3.26E-01
KCNG2	-0.5543042	3.26E-01
INPP5A	-0.3929031	3.26E-01
NUDT11	0.7896394	3.26E-01
SHISA5	0.3100873	3.26E-01
ZNF431	-0.4327736	3.26E-01
SSX2IP	0.4125	3.26E-01
HAND1	-0.5476338	3.26E-01
CD79B	-0.5817811	3.26E-01
EFR3B	-0.3685106	3.26E-01
DNAJB8-AS1	-1.094199	3.26E-01
ADCY1	-0.965597	3.26E-01
APEX2	-0.3171292	3.26E-01
BRE	-0.3726853	3.26E-01
GALM	0.5746563	3.26E-01
ZNF385C	-0.7434562	3.26E-01
IPO4///TM9SF1	-0.2499601	3.26E-01
LOC101927157	-0.3928972	3.26E-01
ZNF429	-0.8999221	3.26E-01
OPA3	-0.7000413	3.26E-01
PGGT1B	-0.3491544	3.26E-01
ATAD2B	0.2433342	3.26E-01
OPRL1	0.7115243	3.26E-01
ZNF597	-0.8824827	3.26E-01
MYH3	-0.6534017	3.26E-01
LOC441086	-0.8452285	3.26E-01
VSIG4	0.5419886	3.26E-01
PEX3	-0.2941716	3.26E-01
CLUAP1	0.2966775	3.26E-01
NUP54	-0.8151917	3.27E-01
LOC284395	-0.4323853	3.27E-01
ASTE1	-0.2432666	3.27E-01
PRAC1	-0.4361191	3.27E-01
SPATA7	-0.2507512	3.27E-01
ZBTB17	-0.7766005	3.27E-01
IGHV4-31///IGHM///IGHG4///IGHG3///IGHG1///IGHD///IGHA2///IGHA1	-1.0550747	3.27E-01
NFKBIB	0.6070366	3.27E-01
LOC105376166	0.709278	3.27E-01
RNF185-AS1	0.949855	3.27E-01
PSORS1C1	-0.8790228	3.27E-01
KNDC1	-0.2873795	3.27E-01
NRXN2	1.2331383	3.27E-01
CALML3	-0.4260151	3.27E-01
LOC101927038	-0.9942283	3.27E-01
TM2D1	-0.2267773	3.27E-01
ZNF441	-0.389644	3.27E-01
PLXNA3	-0.7826415	3.27E-01
APOBEC3F///APOBEC3G	0.4326033	3.27E-01
SNX12	0.5681584	3.27E-01
RIPPLY3	1.5383784	3.28E-01
LOC102724927	0.4686396	3.28E-01
TIAF1	0.4438326	3.28E-01
TNNI2	-0.5239313	3.28E-01
C8orf44-SGK3///SGK3	-0.3537407	3.28E-01
PCSK6	0.8914757	3.28E-01
SLC15A4	0.3124987	3.28E-01
LOC339352	-1.0332142	3.28E-01
AP2A1	0.6827224	3.28E-01
C15orf59	-1.0515833	3.28E-01
IPO5P1	-0.3316302	3.28E-01
ATPAF2	-0.3911179	3.28E-01
LOC339874	-1.2271925	3.28E-01
CASP1	-0.5089064	3.28E-01
MERTK	0.2600975	3.28E-01
MRPL14	0.4029288	3.28E-01
SERTAD4	0.8196868	3.28E-01
SLC5A10	-0.8692698	3.28E-01
GFRA4	-0.4031625	3.28E-01
STGC3	0.784232	3.28E-01
SMAP1	-0.3024453	3.29E-01
LOC101930067	0.8612772	3.29E-01
HMGXB4	0.2499836	3.29E-01
ANAPC5	-0.3065606	3.29E-01
PTK2B	-0.3852804	3.29E-01
LOC340357	0.9863922	3.29E-01
EMD	0.2561221	3.29E-01
FXYD2	0.5479304	3.29E-01
ZNF782	-0.3521489	3.29E-01
ULK4	-0.7324698	3.29E-01
RGS3	0.3065194	3.29E-01
ACAT2	0.4101573	3.29E-01
FGF7P3///FGF7P6///FGF7	0.5877796	3.29E-01
DHRS13	-0.2657197	3.29E-01
CD200R1	-0.3034268	3.29E-01
CRK	-0.2322249	3.29E-01
SLC6A8	0.6056536	3.29E-01
HAB1	-0.7088696	3.29E-01
LOC100506497	0.6250731	3.29E-01
LRRC1	-0.24466	3.29E-01
CCDC189	0.4774153	3.29E-01
SERF1B///SERF1A	0.3184948	3.29E-01
PLCD1	0.447663	3.29E-01
SLC25A31	-0.9321113	3.29E-01
POLG	-0.6181035	3.29E-01
ELF1	0.2955587	3.29E-01
ZNF558	0.247891	3.29E-01
MYOZ1	-0.6098908	3.29E-01
NDUFAF5	0.9867351	3.29E-01
IGF2BP2-AS1	-1.0485678	3.29E-01
BRAP	0.3119589	3.30E-01
TMEM170A	0.2891706	3.30E-01
LOC102724985///PDXDC1	-0.2574789	3.30E-01
LOC102723709///LOC102723678	-0.6532625	3.30E-01
HLX	0.5856936	3.30E-01
TTC19	-0.2208351	3.30E-01
DBIL5P2	-0.6765084	3.30E-01
N4BP2L1	-0.9419765	3.30E-01
HSF1	-0.5275227	3.30E-01
ATP10B	-0.7213607	3.30E-01
STRAP	0.2447542	3.30E-01
MGA	1.1467176	3.30E-01
C2orf49	-0.6788022	3.30E-01
LINC00184	-0.4030951	3.30E-01
UHRF1	0.5622551	3.30E-01
RPE	0.396455	3.30E-01
LINC00951	0.8142206	3.30E-01
NRL	-0.882427	3.30E-01
DMRTB1	-0.83153	3.30E-01
LOC102724517///NLK	-0.3237727	3.31E-01
LINC00911	-0.9666047	3.31E-01
FAT1	0.4696903	3.31E-01
KRT19P2	0.8196058	3.31E-01
PRSS30P	0.6358338	3.31E-01
RANGAP1	0.5161619	3.31E-01
PKN3	0.5236671	3.31E-01
B4GALT5	0.4049142	3.31E-01
NELFB	0.2925976	3.31E-01
PMS2P4	-0.9082811	3.31E-01
WDYHV1	0.3059901	3.31E-01
HAGLR	0.6289925	3.31E-01
UBBP2	-0.4211675	3.31E-01
INHBB	0.8310207	3.31E-01
MAGEC2	0.6595377	3.31E-01
STAMBPL1	0.3149352	3.31E-01
RILPL1	0.2820496	3.31E-01
LOC100652930///STX16-NPEPL1///NPEPL1	0.6511267	3.31E-01
RALY-AS1	-0.4152863	3.32E-01
CNNM4	-0.4274252	3.32E-01
ZNF669	-0.2892091	3.32E-01
UBAC2-AS1	1.0080749	3.32E-01
LOC284570///GPR37L1	0.8511675	3.32E-01
LOC101927377	-0.4516186	3.32E-01
ABLIM2	0.7772526	3.32E-01
CNTN2	-0.6563066	3.32E-01
HOXD4	0.8575984	3.32E-01
RGS13	-1.0525168	3.32E-01
MTSS1L	1.1006645	3.32E-01
MBIP	-0.4249772	3.32E-01
CDH16	-1.0632868	3.32E-01
PNLDC1	-0.502686	3.32E-01
RBM18	-0.3285948	3.32E-01
LY96	0.473514	3.32E-01
RNF34	-0.3264578	3.32E-01
ISYNA1	-0.427144	3.32E-01
ASCC1	0.2221563	3.32E-01
ZP1	-0.9294435	3.32E-01
CCNY	-0.2758203	3.32E-01
IQSEC3	-0.7439041	3.32E-01
ENTPD3-AS1	-0.7126749	3.32E-01
NORAD	0.1760317	3.32E-01
LOC105374419	-0.8103945	3.32E-01
BPY2	0.7063237	3.32E-01
PSEN2	0.8594151	3.33E-01
CHORDC1///NAALAD2	0.3016213	3.33E-01
PARM1	-0.4802348	3.33E-01
LOC105375875	-0.9243624	3.33E-01
HYAL2	0.2415984	3.33E-01
CTNNBL1	-0.3387384	3.33E-01
RPS15	-0.799006	3.33E-01
GCSAM	-0.5021491	3.33E-01
GNG12	-0.3403061	3.33E-01
GABRB1	-1.3951632	3.33E-01
DRP2	-0.9041808	3.33E-01
HEATR5B	-0.2304371	3.33E-01
TRIM4	-0.3917188	3.33E-01
LOC440602	-0.7986735	3.33E-01
GID8	0.3832953	3.33E-01
MYL5	-0.4508168	3.33E-01
TRMU	-0.2609455	3.33E-01
PUS7L	0.2456357	3.33E-01
RPL9	-0.1797107	3.33E-01
GJB6	1.5751041	3.33E-01
SPN	-0.7065814	3.33E-01
PCAT19	0.4033946	3.33E-01
SLC35F3	-0.6110603	3.33E-01
SCO2	0.4308693	3.33E-01
TRRAP	0.2569766	3.33E-01
ANKRD36C	-0.5410942	3.33E-01
C16orf82	-0.7896833	3.33E-01
FIBCD1	1.0320276	3.33E-01
CHRNA4	-0.5196579	3.33E-01
LRR1	0.2846109	3.33E-01
PPARD	0.5910342	3.33E-01
EIF2AK4	0.2296869	3.34E-01
LELP1	1.090318	3.34E-01
STAM-AS1	-0.437389	3.34E-01
SUMF1	-0.3924923	3.34E-01
TAL2	-0.4544055	3.34E-01
LOC100131303	-0.7791624	3.34E-01
LOC283674	-1.0878475	3.34E-01
F11R	-0.3550493	3.34E-01
NEPRO	0.2120661	3.34E-01
HTRA3	0.5185644	3.34E-01
DSG1	-1.0392577	3.34E-01
WNT7B	-0.7786125	3.34E-01
FES	0.745654	3.34E-01
TAF12	0.3457836	3.34E-01
KHDRBS2	-0.8860601	3.34E-01
DUSP7	-0.9156586	3.34E-01
HRH2	-0.5479763	3.34E-01
SPINT1	-0.4707591	3.34E-01
LINC01592	-1.3255087	3.34E-01
NEXN	0.6145791	3.34E-01
HHLA2	-1.4734483	3.34E-01
FAM163A	-0.6491932	3.35E-01
ARHGAP22-IT1	-0.7768687	3.35E-01
DENND4B	0.2731271	3.35E-01
NAV2-IT1	-0.7295036	3.35E-01
TMCO3	-0.386535	3.35E-01
RRP7BP///RRP7A	-0.2973868	3.35E-01
CFAP100	-0.3577702	3.35E-01
LOC101927071	-0.7454515	3.35E-01
TPP1	0.6272654	3.35E-01
TCERG1	-0.2176574	3.35E-01
PDZD7	-0.5205332	3.35E-01
DBF4B	-0.8770803	3.35E-01
LOC101927043	-0.6412895	3.35E-01
SEC31A	-0.2319457	3.35E-01
SDCBPP2	-0.314243	3.35E-01
OR1D2	-0.7130333	3.36E-01
CARMN///MIR145	0.7363222	3.36E-01
LINC00884	-0.594325	3.36E-01
PCDH11X	-0.7970632	3.36E-01
UNKL	0.2322028	3.36E-01
NPIPA5///NPIPB5///LOC613037///NPIPB4///NPIPB3	0.3021877	3.36E-01
GTF2A1L	0.8985091	3.36E-01
KCNN2	1.1062055	3.36E-01
MORN1	-1.1103206	3.36E-01
CCDC34	0.4107328	3.36E-01
AMPD2	0.2479523	3.36E-01
LOC101929660	-0.6289403	3.36E-01
CHRM3	-0.8732973	3.36E-01
ZBED6CL	0.4625289	3.36E-01
UBXN7-AS1	-0.4199906	3.36E-01
CACNA1E	-0.9223124	3.36E-01
CELF4	-1.1453072	3.36E-01
SNAPC4	0.5255212	3.36E-01
KDR	-0.3101826	3.36E-01
LOC100507221	-1.0807766	3.36E-01
TXN	-0.2143547	3.36E-01
GP1BA	-0.5083036	3.36E-01
PTOV1-AS2	-0.8476318	3.36E-01
GDAP1L1	-0.827161	3.36E-01
LOC105372526	-0.38668	3.36E-01
CD6	-0.4113881	3.37E-01
LGALS8-AS1	-0.360198	3.37E-01
MOG	-0.3119559	3.37E-01
C1orf162	0.3409576	3.37E-01
SOX14	-0.8995422	3.37E-01
CD33	0.6968867	3.37E-01
TFAP2B	-0.9359783	3.37E-01
LOC388882	-0.7854386	3.37E-01
LOC101929248	-0.8056513	3.37E-01
GIPC3	-0.4863722	3.37E-01
MCF2L-AS1	0.7291426	3.37E-01
PRH1-PRR4///PRR4///PRH1	-0.8697407	3.37E-01
TBC1D12	0.4411918	3.38E-01
TPTE	-1.3242151	3.38E-01
NCKAP1	-0.3025845	3.38E-01
LINC00466	-0.8548326	3.38E-01
STX5	-0.5360052	3.38E-01
DPYSL5	0.5572426	3.38E-01
LOC100130987///RAD9A	-0.4994845	3.38E-01
LOC101927131	-1.1574082	3.38E-01
EMC7	-0.2311169	3.38E-01
MIR4657///PURB	0.4440231	3.38E-01
ZNF101	-0.3312409	3.38E-01
PRKAG1	-0.2075209	3.38E-01
ZNF225	-0.2723197	3.38E-01
DENND3	-0.4600953	3.38E-01
CAHM	-0.3744054	3.38E-01
SIN3B	0.2775514	3.38E-01
NAIP	-0.3622055	3.38E-01
GBAT2	-0.3229213	3.38E-01
LOC101927648	-0.4919741	3.38E-01
MRPL37	0.3000289	3.38E-01
IFI6	0.7908827	3.38E-01
MED11	-0.2589471	3.38E-01
RPS3	0.1991145	3.38E-01
USP32P2	-0.6025231	3.38E-01
SLX4	-0.6118204	3.38E-01
LOC103611081	-0.2785435	3.38E-01
PTPN22	-0.382026	3.38E-01
CDHR5	-1.0921662	3.38E-01
MIER3	-0.320502	3.38E-01
SMIM8	-0.3370216	3.38E-01
LOC105371763	-0.6621151	3.38E-01
PPP4R3B	-0.2735718	3.38E-01
LUC7L3	0.2286476	3.38E-01
TNKS	-0.8012305	3.39E-01
SLC39A4	0.445672	3.39E-01
CCND1	-0.5842832	3.39E-01
SGIP1	0.3550028	3.39E-01
GPATCH3	-0.3337769	3.39E-01
TLL2	-0.6717586	3.39E-01
LOC101927531	-0.5189519	3.39E-01
TUBA4A	0.3012088	3.39E-01
HHIP-AS1	-0.3521303	3.39E-01
MTG2	-0.7716405	3.39E-01
ZFYVE1	-0.2207874	3.39E-01
NADSYN1	-0.3589172	3.39E-01
ZNF611	0.8530175	3.39E-01
ATP5SL	-0.2660602	3.39E-01
XPNPEP2	-0.9617688	3.39E-01
ERBB2	0.9462745	3.39E-01
TAS2R13	-0.89583	3.39E-01
H2AFZ	0.260954	3.39E-01
TBCE	0.3208045	3.40E-01
15-Sep	0.1988433	3.40E-01
SNORD116-21///SNORD116-20///SNORD116-17///SNORD116-19///SNORD116@	-0.8122086	3.40E-01
HSPA12A	0.55683	3.40E-01
PRKG1	0.6269497	3.40E-01
SLC1A5	0.4218702	3.40E-01
GYPB	-0.8636092	3.40E-01
SHE	-0.8807549	3.40E-01
XPNPEP3	-0.6995181	3.40E-01
LOC101930097	-0.4316816	3.40E-01
TCEB3B	-0.7847312	3.40E-01
CD5L	-0.983871	3.40E-01
FOXO1	-0.3029751	3.40E-01
ZFY	-0.8942099	3.40E-01
CAPN15	-0.3780096	3.40E-01
SLC38A5	-0.9355604	3.40E-01
PTMA	0.333035	3.40E-01
KMT5C	-0.4447744	3.40E-01
C1orf100	-1.0435783	3.40E-01
PIF1	0.4189853	3.40E-01
C2orf61	-1.0491516	3.40E-01
RAPGEF6	-0.5113471	3.40E-01
ABCB1	0.6465846	3.41E-01
LINC00543	0.7875672	3.41E-01
OSBPL11	0.1807662	3.41E-01
DEFB107B///DEFB107A	-0.9531228	3.41E-01
CYP26B1	0.519228	3.41E-01
ART4	-0.6612978	3.41E-01
SCN2B	-0.9208719	3.41E-01
ZNF250	0.2588723	3.41E-01
MRPL23	-0.2871984	3.41E-01
LOC100996246	0.7590116	3.41E-01
OVAAL	-0.8034993	3.41E-01
ACAN	0.2383455	3.41E-01
CD163	0.4372237	3.41E-01
FAM47B	-1.1012587	3.41E-01
LINC00896	-0.4635698	3.41E-01
RBM4	-0.4153204	3.41E-01
COPE	0.5526438	3.41E-01
KCNU1	-1.1573898	3.41E-01
DDX50	-0.4634273	3.41E-01
SEMA6B	0.6068448	3.41E-01
STX8	-0.2815638	3.41E-01
LCAL1	-0.9540479	3.41E-01
MBOAT7	-0.5748399	3.41E-01
LOC105376379	-0.9078814	3.41E-01
LOC541472	-0.748499	3.41E-01
RHCG	0.6474829	3.41E-01
EMC1	0.3799148	3.41E-01
TTC3P1///TTC3	0.2594315	3.42E-01
ZNF302	0.4015285	3.42E-01
LOC105379178	-0.8666163	3.42E-01
APELA	1.3592932	3.42E-01
CLN5	-0.2510019	3.42E-01
TTTY8B///TTTY8	-1.1166663	3.42E-01
LYPD3	0.8073383	3.42E-01
PRAMEF2///PRAMEF1	-0.6842818	3.42E-01
CAMK2A	0.8507156	3.42E-01
DNAJB12	-0.2781226	3.42E-01
POLD4	-0.3872398	3.42E-01
ZNF654	-0.2082439	3.42E-01
PSMA5	0.2628322	3.42E-01
CACNA1G-AS1	-0.7571058	3.42E-01
LOC101928634///SENP3-EIF4A1///SNORD10///SNORA48///SNORA67///EIF4A1	0.231291	3.42E-01
RHOXF1	-0.3798284	3.42E-01
FRRS1L	-0.9581285	3.42E-01
ITGB4	0.4022098	3.42E-01
SLC25A3P1	-0.8284187	3.42E-01
RDX	0.9789954	3.42E-01
RELT	0.7118131	3.42E-01
MED7	-0.3481718	3.42E-01
LOC100996902	-1.026133	3.42E-01
FBXW2	0.2298999	3.42E-01
RFXAP	0.3337974	3.42E-01
TMEM256	-0.3469868	3.43E-01
COMMD4	0.3514034	3.43E-01
GALK1	0.7142848	3.43E-01
CNTN5	-0.9340623	3.43E-01
TCF7	-0.66861	3.43E-01
NUDT9P1	-0.8329553	3.43E-01
LOC286058	-1.1991943	3.43E-01
PEX1	-0.2685162	3.43E-01
LOC102724362	-0.7851598	3.43E-01
LRRC8B	0.3410781	3.43E-01
PSIP1	0.302898	3.43E-01
SNORD14D///SNORD14C///HSPA8	0.229606	3.43E-01
GVQW2	0.5646954	3.43E-01
NPR2	0.5133859	3.43E-01
ASF1A	0.2925865	3.43E-01
SLC17A2	0.696577	3.43E-01
LOC401585	0.9593967	3.43E-01
EXOC2	0.384238	3.43E-01
MOK	0.3204121	3.43E-01
SLC25A16	-0.2342731	3.43E-01
ENSA	0.2783676	3.43E-01
SEC14L3	-0.9976702	3.43E-01
APMAP	0.3228493	3.43E-01
PSG7	-0.7371801	3.43E-01
DUSP13	-0.5489218	3.43E-01
CACNA1D	0.7648625	3.43E-01
LOC101929004	-1.1359038	3.43E-01
CAPNS1	0.3060089	3.43E-01
THPO	0.8309817	3.43E-01
TPT1-AS1	-1.0433016	3.43E-01
ASB7	0.179427	3.43E-01
LOC101927451	-0.2716115	3.43E-01
PHACTR1	-0.7490373	3.44E-01
DCTD	-0.1804638	3.44E-01
CTSLP8	0.542283	3.44E-01
RNF6	1.2522253	3.44E-01
KCNC4	-0.3754503	3.44E-01
JOSD1	0.2745633	3.44E-01
CCDC102A	1.0280717	3.44E-01
PCSK9	0.589733	3.44E-01
TP53TG3B///TP53TG3D///TP53TG3C///TP53TG3	-0.5627924	3.44E-01
OTUB2	0.388371	3.44E-01
WDR44	-0.2608822	3.44E-01
FLJ34503	0.6790052	3.44E-01
SNORD19B///GNL3	0.3082175	3.44E-01
FHL1	-0.7726976	3.44E-01
TRIM27	0.3008205	3.44E-01
DDX23	0.1858944	3.44E-01
ZNRF4	-0.635465	3.44E-01
LOC100422526	0.6910747	3.44E-01
TUT1	0.3193736	3.44E-01
IGHD	-1.4025007	3.44E-01
ZC3H4	0.2166211	3.44E-01
HSPA13	-0.4807234	3.44E-01
TRPM4	-0.6775731	3.44E-01
SGK223	0.300575	3.45E-01
KIF25	-0.4593919	3.45E-01
GCOM1///POLR2M	0.2388382	3.45E-01
DXO	0.5020211	3.45E-01
RBM45	-0.3097796	3.45E-01
BPTF	0.2001416	3.45E-01
IDNK	-0.5689466	3.45E-01
ROBO4	-0.4406548	3.45E-01
LOC90768	-0.7851559	3.45E-01
ZNF236	-0.2582947	3.45E-01
CACNB4	-0.8751325	3.45E-01
TAS2R41	-0.8801081	3.45E-01
YKT6	0.2782775	3.45E-01
ARHGAP22	0.9258606	3.45E-01
GPR82	-0.5894455	3.45E-01
ATF2	0.2674902	3.45E-01
SMN2///SMN1	0.317557	3.45E-01
PNPLA8	-0.2371125	3.45E-01
SNORA21	0.4681819	3.45E-01
TERT	-0.9610004	3.45E-01
ZNF41	-0.3534384	3.45E-01
IFI44	-0.6135448	3.45E-01
AFG3L2	-0.3301814	3.45E-01
SERPINB12	-0.7690757	3.45E-01
NRAP	-0.7844532	3.45E-01
PIK3CD-AS2	-1.0033475	3.45E-01
CCIN	0.6010781	3.46E-01
CYB5RL	-0.7242244	3.46E-01
CCNG2	-0.3208881	3.46E-01
LINC00327	0.8454678	3.46E-01
SEPN1	0.2954424	3.46E-01
COPS7A	-0.2604511	3.46E-01
SOCS7	0.400149	3.46E-01
KRTAP3-2	-1.0059709	3.46E-01
GALT	0.6548965	3.46E-01
LOC101930578///TPTE2P2	0.7300161	3.46E-01
C21orf2	-0.4410554	3.46E-01
CWC22	0.2175769	3.46E-01
LINC01550	-0.9775327	3.46E-01
ARHGAP45	-0.526279	3.46E-01
ID2B///ID2	0.3491237	3.46E-01
LINC00479	-0.5126769	3.46E-01
ZBTB9	0.3289949	3.46E-01
LOC440792	-0.7447603	3.46E-01
EID2B	0.4477151	3.46E-01
GNL1	-0.6788042	3.46E-01
CCDC50	0.2336523	3.47E-01
MAGOHB	0.2889292	3.47E-01
TMEM184A	-0.3955588	3.47E-01
F7	-0.7937841	3.47E-01
FAM24A	-1.1084488	3.47E-01
DCP2	-0.2824859	3.47E-01
NDUFS6	0.2631874	3.47E-01
VPS33B	-0.2233989	3.47E-01
LOC100127886	0.91993	3.47E-01
ALG9	-0.3854025	3.47E-01
LOC101928961	-1.1765908	3.47E-01
CLIC4	0.3619963	3.47E-01
RASA2	0.2822799	3.47E-01
RXRA	-0.3448313	3.47E-01
MAGEB18	-1.0340204	3.47E-01
LHX8	-1.2248789	3.47E-01
SRSF11	-0.3536773	3.47E-01
PPP2R1A	0.3167096	3.47E-01
INSL6	-0.9155636	3.47E-01
PLAGL1	0.5681095	3.47E-01
PLEKHF2	-0.3247581	3.47E-01
SAMD10	-0.7964294	3.47E-01
PAFAH1B2	0.1895566	3.47E-01
KLF14	-0.8460773	3.47E-01
MOP-1	-0.9646967	3.47E-01
C9orf50	-1.0218845	3.47E-01
SLC22A18AS	-0.6298084	3.47E-01
DNAJC6	-0.9155624	3.47E-01
LINC00294	0.3226684	3.47E-01
LOC90246	-0.6093179	3.47E-01
MAGEE1	-0.792456	3.47E-01
ZNF621	-0.2888578	3.47E-01
TLR6	-0.6410144	3.47E-01
GPA33	-1.2451894	3.47E-01
DDX11L2	0.5396097	3.47E-01
MEA1	0.2744087	3.47E-01
PCDHB8	0.8966043	3.47E-01
ISL1	-0.7418528	3.47E-01
PRKACG	-0.8057828	3.48E-01
LOC100421171	0.8578157	3.48E-01
PLPPR5	-0.7595662	3.48E-01
ZNF254	-0.4364915	3.48E-01
GABPB1	0.3940709	3.48E-01
HNF4A	-0.4164331	3.48E-01
LOC91548	-0.239394	3.48E-01
BFAR	-0.2196941	3.48E-01
STARD6	-0.8470559	3.48E-01
TRIM14	-0.74441	3.48E-01
C4B_2///C4B///C4A	-1.1746867	3.48E-01
PDP2	-0.2453546	3.48E-01
RABEP1	0.2377581	3.48E-01
SERPINB7	-1.6226342	3.48E-01
CCDC130	-0.3533702	3.48E-01
CRYBB3	-0.4428941	3.48E-01
PRG2	-0.7829207	3.48E-01
DUS2	0.2402517	3.48E-01
IGFBP5	0.5311042	3.48E-01
LINC01566	-0.3204442	3.48E-01
GATSL3	0.8926188	3.48E-01
CSMD2-AS1	-0.7765216	3.48E-01
TWF2	0.286673	3.48E-01
OLFM1	-0.5973379	3.48E-01
THAP9	-0.2585656	3.48E-01
ERCC6L2	-0.3705608	3.48E-01
GAREM2	0.5606396	3.49E-01
MORC2-AS1	0.2930643	3.49E-01
PPP1R16B	-0.626905	3.49E-01
USP22	-0.5580707	3.49E-01
HIRIP3	0.2826455	3.49E-01
PCNX2	0.3182286	3.49E-01
PES1	0.3467194	3.49E-01
DDX3Y	-0.7626199	3.49E-01
FAM122B	0.3835296	3.49E-01
TPCN1	0.7213423	3.49E-01
