Label	logFC	FDR
 SPATA2 	0.28371567	8.56E-02
 DDIT4 	0.37271824	8.56E-02
 RAB6B 	-0.32983898	8.57E-02
 FH 	0.31357369	8.57E-02
 SCML2 	0.31942298	8.57E-02
 ELF3 	0.28532204	8.58E-02
 MAGEB10 	-0.33190642	8.61E-02
 TLN1 	0.34635871	8.61E-02
 RPRD1B 	0.26224329	8.63E-02
 SIGLEC10 	0.28876562	8.63E-02
 C11orf54 	0.35914056	8.63E-02
 SLC22A23 	-0.31702822	8.65E-02
 TBCEL 	0.34730351	8.65E-02
 WDR62 	0.26287502	8.65E-02
 HCFC2 	0.34563104	8.68E-02
 ATRN 	0.31258153	8.68E-02
 RNF139 	0.30668691	8.69E-02
 CCDC137 	0.24710142	8.69E-02
 CA5A 	-0.27527549	8.70E-02
 LAMA5 	0.25309098	8.71E-02
 OLFML1 	0.47580173	8.71E-02
 SAFB2 	0.25153311	8.72E-02
 C11orf17 	0.33756542	8.72E-02
 C10orf26 	0.30116389	8.72E-02
 METTL5 	0.32110722	8.72E-02
 MYH11 	-0.73478873	8.73E-02
 RNF38 	0.29377876	8.75E-02
 LOC642864 	-0.2375404	8.76E-02
 ATP6V1C2 	0.3194778	8.77E-02
 ERLIN2 	0.25689791	8.77E-02
 TSEN34 	0.25403187	8.78E-02
 SIDT2 	-0.35874909	8.78E-02
 STMN3 	0.284921	8.78E-02
 DEF8 	0.2624558	8.79E-02
 OR2B3 	-0.23058572	8.80E-02
 FGL1 	0.44474975	8.81E-02
 CRYZ 	0.38337496	8.81E-02
 SEMA3E 	-0.41480213	8.82E-02
 FASN 	0.3592346	8.83E-02
 ZKSCAN4 	0.27616591	8.83E-02
 LYRM1 	0.32975347	8.84E-02
 MITF 	-0.31097302	8.84E-02
 PGBD1 	0.35897196	8.84E-02
 SDF4 	0.25487636	8.84E-02
 PSMD9 	0.26625942	8.84E-02
 TAF13 	0.50644873	8.85E-02
 MMRN2 	0.37198831	8.85E-02
 SDSL 	0.27534578	8.85E-02
 CA1 	0.57238964	8.85E-02
 CCM2 	0.2641186	8.85E-02
 ZNF777 	0.28680736	8.85E-02
 PP13004 	-0.28829278	8.87E-02
 RUNX3 	0.28012527	8.88E-02
 DYNC2LI1 	0.33575271	8.88E-02
 ACHE 	0.28058867	8.89E-02
 SIGLEC9 	0.30619456	8.89E-02
 UNC13B 	0.31384087	8.91E-02
 TPRG1L 	0.26842638	8.92E-02
 FRA10AC1 	0.3870364	8.92E-02
 ACTRT1 	-0.27777511	8.92E-02
 DTWD1 	0.34906036	8.92E-02
 PACSIN2 	0.28768678	8.92E-02
 SIN3B 	0.25907267	8.93E-02
 RAF1 	0.31013169	8.94E-02
 SUDS3 	0.33227967	8.94E-02
 RTN2 	0.27800284	8.94E-02
 MMAB 	0.27827064	8.95E-02
 SEMA3C 	0.43896831	8.95E-02
 ZDHHC3 	0.29795293	8.95E-02
 IQCG 	0.3268928	8.95E-02
 G6PC 	-0.30863138	8.95E-02
 SPINT3 	-0.41142658	8.95E-02
 DGAT2 	0.39270138	8.96E-02
 GHDC 	0.27747742	8.97E-02
 GPR151 	-0.37328907	8.97E-02
 CCNA1 	-0.29462344	8.97E-02
 GHITM 	0.33723369	8.98E-02
 ELF2 	0.30879144	8.98E-02
 MEST 	0.29783962	8.98E-02
 C15orf40 	0.30747553	8.98E-02
 SOX9 	0.3010828	8.99E-02
 C2orf65 	0.29708242	9.00E-02
 SPRR2A 	0.6137551	9.01E-02
 GTF2B 	0.37062778	9.02E-02
 ADORA3 	0.31869987	9.02E-02
 CENPQ 	0.28518278	9.04E-02
 TESK1 	0.25640496	9.05E-02
 TMEM27 	-0.44713027	9.07E-02
 ATRIP 	0.2527158	9.08E-02
 PDK4 	-0.65663631	9.09E-02
 VHLL 	-0.33017844	9.10E-02
 PIAS4 	0.25029916	9.10E-02
 TP63 	0.356803	9.11E-02
 LDHC 	0.26133692	9.12E-02
 RERGL 	-0.42790098	9.12E-02
 PAPPA 	0.30099407	9.12E-02
 SPRY1 	0.4152178	9.12E-02
 TMEM179B 	0.25008276	9.12E-02
 SLC1A4 	0.30865453	9.14E-02
 FOXC1 	0.24971567	9.15E-02
 PCDHB8 	0.36548398	9.15E-02
 HSD11B2 	0.32648513	9.16E-02
 IL17C 	-0.28377287	9.17E-02
 FFAR2 	0.46214893	9.17E-02
 GBP7 	0.37612562	9.19E-02
 SFRS18 	0.36479618	9.20E-02
 ZNF765 	0.32832196	9.22E-02
 NOSTRIN 	-0.46546698	9.24E-02
 ARHGEF11 	0.25639498	9.24E-02
 DLD 	0.35654116	9.25E-02
 PHTF1 	0.31101933	9.25E-02
 SHISA6 	-0.41362984	9.25E-02
 LST1 	0.28654869	9.25E-02
 FUK 	0.22941511	9.25E-02
 HIGD2A 	0.39233211	9.25E-02
 RPTOR 	0.2580492	9.25E-02
 PAAF1 	0.35480331	9.29E-02
 C2orf3 	0.36658131	9.29E-02
 L3MBTL4 	-0.34025678	9.29E-02
 PPAP2A 	0.32456242	9.29E-02
 NR0B2 	-0.40682916	9.30E-02
 CES2 	0.41400567	9.32E-02
 DENND4B 	0.242249	9.33E-02
 CAMK2B 	-0.27943384	9.34E-02
 SENP6 	0.34057693	9.35E-02
 TEF 	-0.33105116	9.35E-02
 CDH2 	-0.42812469	9.36E-02
 TMEM187 	0.31797569	9.36E-02
 PCNT 	0.26970467	9.37E-02
 PRIC285 	0.22411602	9.37E-02
 NKX6-2 	-0.30348593	9.37E-02
 HSPBAP1 	0.27966638	9.37E-02
 SGMS1 	0.29485276	9.37E-02
 FAM190B 	0.34766736	9.38E-02
 CD3G 	0.47229867	9.39E-02
 TAS2R19 	0.40259651	9.39E-02
 EIF3G 	0.29189164	9.39E-02
 C19orf47 	0.25389244	9.40E-02
 NFKBIZ 	0.37319633	9.42E-02
 SPSB2 	0.28766209	9.42E-02
 CNO 	0.29939816	9.43E-02
 NTS 	0.58915727	9.43E-02
 IRF2 	0.29827622	9.45E-02
 PYDC1 	-0.34197282	9.45E-02
 SAP18 	0.30715482	9.48E-02
 TMBIM4 	0.32016344	9.48E-02
 RAB3B 	0.34303033	9.49E-02
 BTN2A2 	0.28616778	9.50E-02
 KRTAP1-1 	0.27617838	9.50E-02
 AP1M2 	0.37247833	9.50E-02
 C6orf162 	0.32000862	9.50E-02
 GPC4 	0.3765372	9.50E-02
 MCM9 	0.32043967	9.50E-02
 MAFB 	0.32001062	9.51E-02
 CRTC2 	0.23911022	9.52E-02
 CXCR3 	0.28209293	9.52E-02
 SLC10A3 	0.24959298	9.52E-02
 RAVER1 	0.27424418	9.52E-02
 ELL2 	-0.39632378	9.53E-02
 RPSAP58 	-0.4453936	9.53E-02
 ZIC3 	-0.311047	9.53E-02
 OSBP 	0.25962513	9.54E-02
 NLRP1 	0.28932016	9.57E-02
 DZIP1L 	0.27215207	9.58E-02
 RIBC1 	0.28986313	9.59E-02
 PKIB 	-0.33493351	9.59E-02
 RFX3 	0.32223367	9.59E-02
 APOBEC3D 	0.24664104	9.59E-02
 WDR5B 	0.29257369	9.62E-02
 ONECUT2 	0.33189391	9.62E-02
 FAM20B 	0.30545038	9.62E-02
 PMP22 	0.43661269	9.63E-02
 RABGAP1L 	0.26476133	9.63E-02
 PASK 	0.26715278	9.64E-02
 FAM49A 	0.32553547	9.64E-02
 SOS2 	0.3446238	9.64E-02
 RUFY3 	0.40765109	9.65E-02
 WNT9B 	-0.2581412	9.65E-02
 GIMAP6 	0.3369492	9.66E-02
 CLCC1 	0.30036647	9.66E-02
 PCCB 	0.291283	9.67E-02
 SERPINB11 	-0.30418636	9.68E-02
 FOXQ1 	-0.33504509	9.68E-02
 SARS2 	0.25622898	9.68E-02
 LRRC45 	0.23826484	9.69E-02
 STRADA 	0.26897973	9.72E-02
 TRUB1 	0.26148989	9.73E-02
 NALCN 	0.32780609	9.73E-02
 PANK2 	0.27137647	9.75E-02
 KCTD21 	0.33035344	9.75E-02
 CDV3 	0.26493407	9.79E-02
 PCDHB9 	0.32208958	9.81E-02
 LIG4 	0.33711098	9.82E-02
 GSTA5 	0.3868429	9.82E-02
 ERI2 	0.29997262	9.82E-02
 GPR61 	-0.27948511	9.83E-02
 ZNF618 	0.32829813	9.83E-02
 FOXRED1 	0.28354487	9.85E-02
 TMEM195 	0.38904378	9.87E-02
 BTBD16 	0.27648642	9.87E-02
 MYO9A 	0.37105493	9.87E-02
 SART1 	0.23098998	9.89E-02
 APOC1P1 	0.33379002	9.92E-02
 ZNF132 	-0.32108307	9.92E-02
 ING5 	-0.30545431	9.92E-02
 MANBA 	0.28943118	9.93E-02
 ANGPTL1 	-0.63533324	9.94E-02
 ZNF649 	0.37971909	9.94E-02
 TRAPPC5 	0.28029282	9.94E-02
 MAPK8IP2 	-0.26863716	9.95E-02
 MGST3 	0.38492647	9.95E-02
 SLC2A4 	-0.38180958	9.96E-02
 GABARAP 	0.30434022	9.97E-02
 GRIK1 	-0.26421947	9.97E-02
 ZNF83 	0.38558896	9.98E-02
 MRS2 	0.32070427	9.98E-02
 RPAP2 	0.35646711	9.99E-02
 HDLBP 	0.32477227	1.00E-01
 SCGB2A2 	-0.2517865	1.00E-01
 LRCH1 	0.31955669	1.00E-01
 CRH 	0.37701104	1.00E-01
 SLC4A1AP 	0.2798254	1.00E-01
 SRBD1 	0.35521647	1.00E-01
 LRRC52 	-0.25913396	1.00E-01
 MARCKS 	0.23558667	1.00E-01
 OR5AS1 	0.19956071	1.01E-01
 MYO1C 	0.30744496	1.01E-01
 CH25H 	0.3406612	1.01E-01
 WASF3 	-0.31095144	1.01E-01
 KRT33B 	0.32340762	1.01E-01
 RND1 	0.41035596	1.01E-01
 RNF7 	0.28011196	1.01E-01
 LIPC 	0.40949996	1.01E-01
 GPR183 	0.44446169	1.01E-01
 ITFG2 	0.30672833	1.01E-01
 PIGP 	0.28455149	1.01E-01
 TPTE2P2 	0.30274893	1.01E-01
 FNBP1L 	0.3238832	1.01E-01
 SUFU 	0.26118818	1.01E-01
 SIGLEC7 	0.25486627	1.01E-01
 ADH1A 	-0.45768811	1.01E-01
 TNRC6A 	0.2848108	1.01E-01
 SLC37A4 	0.28743747	1.01E-01
 LRRC37A3 	0.30919027	1.01E-01
 ZNF841 	0.40389289	1.01E-01
 RIPK3 	0.28628109	1.02E-01
 GTSF1 	0.51213271	1.02E-01
 SMPD3 	-0.39033258	1.02E-01
 TMCO3 	0.28670009	1.02E-01
 NDUFA4L2 	0.22287327	1.02E-01
 RNF44 	0.22443944	1.02E-01
 AFG3L1P 	0.27593442	1.02E-01
 NRL 	-0.30179742	1.02E-01
 REC8 	-0.33701102	1.02E-01
 CCNG2 	0.30270982	1.02E-01
 PARP16 	0.26043982	1.02E-01
 KHDRBS3 	0.27125164	1.02E-01
 MTL5 	0.29241429	1.02E-01
 EIF4ENIF1 	0.31141271	1.02E-01
 ADAT3 	0.27401033	1.03E-01
 CREB3 	0.26245838	1.03E-01
 UNC50 	0.32468684	1.03E-01
 LECT2 	-0.34087849	1.03E-01
 LOC283314 	0.29687013	1.03E-01
 ZFP90 	0.36807749	1.03E-01
 DVL2 	0.24672302	1.03E-01
 N4BP1 	0.29161618	1.03E-01
 C11orf9 	-0.34351311	1.03E-01
 GGA2 	0.27752458	1.03E-01
 MYLIP 	0.29365167	1.03E-01
 ZFP106 	0.35126071	1.03E-01
 PCNXL2 	0.28996102	1.03E-01
 CYP3A5 	-0.57513804	1.03E-01
 CABLES1 	0.30731316	1.03E-01
 C1orf56 	0.27072762	1.04E-01
 IL10RA 	0.29317624	1.04E-01
 SACM1L 	0.32116844	1.04E-01
 NANS 	0.33535953	1.04E-01
 WBSCR16 	0.22056864	1.04E-01
 PRMT2 	0.31462762	1.04E-01
 CCDC144B 	0.42944408	1.04E-01
 PFN4 	0.32769271	1.04E-01
 CA14 	-0.305407	1.04E-01
 FCN3 	0.25912471	1.04E-01
 SDF2L1 	0.28759182	1.04E-01
 GNPTG 	0.24522087	1.04E-01
 PTGES 	0.26145882	1.04E-01
 RSF1 	0.37292149	1.04E-01
 C2orf42 	0.34146362	1.04E-01
 SENP2 	0.29266129	1.04E-01
 TSNARE1 	0.23406762	1.05E-01
 MFSD11 	0.2830524	1.05E-01
 DNAJC22 	0.36967556	1.05E-01
 PRR13 	0.4855356	1.05E-01
 LAMA3 	0.33501824	1.05E-01
 VRK3 	0.24401033	1.05E-01
 FAM102A 	-0.33426389	1.05E-01
 HSD17B7P2 	0.39803216	1.05E-01
 INADL 	0.33940816	1.05E-01
 NDST1 	0.29369596	1.05E-01
 CEP70 	0.37719487	1.05E-01
 PDHB 	0.29427807	1.05E-01
 ZNF142 	0.28140936	1.05E-01
 FOXP1 	0.25742678	1.05E-01
 TRIM52 	0.35216451	1.05E-01
 GRPEL1 	0.25688856	1.05E-01
 ARAF 	0.30379222	1.05E-01
 MKRN3 	0.33114756	1.05E-01
 OR10W1 	-0.25819676	1.05E-01
 SEMG2 	-0.2697437	1.05E-01
 TNNI2 	-0.26343582	1.05E-01
 CBS 	-0.28907931	1.05E-01
 GNGT1 	-0.26676851	1.05E-01
 WBP2NL 	-0.30702173	1.06E-01
 GOLGA1 	0.27689907	1.06E-01
 FAM13B 	0.35944313	1.06E-01
 PPP1R8 	0.25367656	1.06E-01
 CNTFR 	-0.29052451	1.06E-01
 SGIP1 	0.3305188	1.06E-01
 MAL2 	0.51072647	1.06E-01
 CHST1 	0.33144656	1.06E-01
 GSDMB 	0.54563418	1.06E-01
 OR2W5 	-0.3008054	1.06E-01
 C16orf55 	0.29339462	1.06E-01
 MRPL11 	0.25899522	1.06E-01
 CPEB2 	-0.32096242	1.06E-01
 LGI1 	-0.37252987	1.06E-01
 ABCG2 	0.44608529	1.06E-01
 NUDT2 	0.37192498	1.06E-01
 FAM151B 	0.35568733	1.06E-01
 ZNF737 	-0.43130356	1.06E-01
 GJB4 	0.333728	1.06E-01
 PLAGL1 	0.32122076	1.07E-01
 CDHR5 	0.37886269	1.07E-01
 CFLAR 	0.35004291	1.07E-01
 RIN3 	0.25288982	1.07E-01
 EPN2 	0.26700524	1.07E-01
 SFT2D1 	0.35536229	1.07E-01
 LOC100507630 	0.38272693	1.07E-01
 EPHA3 	0.49349996	1.07E-01
 RWDD2A 	0.28136402	1.07E-01
 REV3L 	0.35105362	1.07E-01
 GIMAP2 	0.40993098	1.07E-01
 MSI2 	0.22401753	1.07E-01
 TPI1P2 	-0.27895211	1.08E-01
 CYP4X1 	-0.44665709	1.08E-01
 CWC25 	0.27580709	1.08E-01
 NDUFA8 	0.31660547	1.08E-01
 RNF13 	0.27143976	1.08E-01
 CEL 	0.42723878	1.08E-01
 PCSK1 	0.42091496	1.08E-01
 ETNK2 	0.29267436	1.08E-01
 SLCO5A1 	0.29527082	1.08E-01
 TMED7 	0.29326473	1.08E-01
 EHD1 	0.27419571	1.08E-01
 SLC2A14 	0.33846471	1.08E-01
 SNX11 	0.25374691	1.08E-01
 TNFSF18 	0.3065588	1.08E-01
 RAD9A 	0.22979053	1.08E-01
 DNMT3A 	0.24478489	1.09E-01
 NCKIPSD 	0.23868129	1.09E-01
 SLC25A18 	-0.26200173	1.09E-01
 EDEM1 	0.28267704	1.09E-01
 UCHL1 	0.36676864	1.09E-01
 PASD1 	-0.2569582	1.09E-01
 NCOA1 	0.3170134	1.09E-01
 FAM114A1 	0.33443664	1.09E-01
 ADPRH 	0.31472082	1.09E-01
 SPRYD3 	0.25868662	1.09E-01
 C10orf67 	-0.27539949	1.09E-01
 NCOR1 	0.28515724	1.09E-01
 OR4E2 	-0.25270304	1.09E-01
 SDC1 	0.29167991	1.09E-01
 SELM 	0.31601393	1.09E-01
 FBXO31 	0.2909946	1.09E-01
 COMMD3 	0.35122871	1.10E-01
 C16orf62 	0.31008664	1.10E-01
 STK40 	0.26881858	1.10E-01
 CLCN6 	0.27827253	1.10E-01
 ETNK1 	0.32802567	1.10E-01
 NLRP14 	-0.23160058	1.10E-01
 FBXL6 	0.22884551	1.10E-01
 SHPRH 	0.30644827	1.10E-01
 CHST3 	-0.27435018	1.10E-01
 ZNF334 	-0.27900751	1.10E-01
 SGPP1 	0.25869724	1.10E-01
 NUDT22 	0.25880947	1.10E-01
 TMCO5A 	-0.20436194	1.10E-01
 LMX1B 	-0.26694656	1.10E-01
 DND1 	-0.37262502	1.11E-01
 C7orf41 	-0.39557764	1.11E-01
 TSLP 	-0.22398444	1.11E-01
 N4BP2 	0.31686027	1.11E-01
 BTK 	0.35993384	1.11E-01
 RASL11A 	0.31643269	1.11E-01
 LRRC8E 	0.31155631	1.11E-01
 OPALIN 	-0.27793964	1.11E-01
 ZNF479 	0.27466481	1.11E-01
 CCDC134 	0.25920842	1.11E-01
 GNAZ 	-0.2933456	1.11E-01
 LRP1B 	-0.25538487	1.11E-01
 RHOT1 	0.32818044	1.11E-01
 ALPP 	0.33591836	1.12E-01
 DLX5 	0.33005647	1.12E-01
 LBX1 	-0.30514293	1.12E-01
 RPS11 	0.3302378	1.12E-01
 TMEM190 	-0.24475467	1.12E-01
 WDR85 	0.23834893	1.12E-01
 UBXN11 	0.25974207	1.12E-01
 SNN 	0.26711909	1.12E-01
 SDR16C5 	0.38484867	1.12E-01
 LAMB2 	0.29525427	1.12E-01
 POMT1 	0.24665671	1.13E-01
 C2orf48 	0.26460429	1.13E-01
 YWHAG 	0.23855738	1.13E-01
 C2orf46 	0.25364387	1.13E-01
 ARHGAP21 	0.31725278	1.13E-01
 TMEM18 	0.26830687	1.13E-01
 WDFY3 	0.28832338	1.13E-01
 SIGLEC5 	0.25833218	1.13E-01
 C4orf23 	0.30373809	1.13E-01
 LRCH3 	0.26706089	1.13E-01
 C5orf44 	0.32671687	1.14E-01
 COMMD1 	0.38090258	1.14E-01
 ITFG3 	0.28956822	1.14E-01
 ZNF844 	0.2760212	1.14E-01
 HCRP1 	-0.35032744	1.14E-01
 ZNF25 	0.37474358	1.14E-01
 DNAL1 	0.39110289	1.14E-01
 LIM2 	-0.26899933	1.14E-01
 RBM6 	0.29533269	1.14E-01
 IL34 	0.24508022	1.14E-01
 NID1 	0.313941	1.14E-01
 C6orf97 	0.34216193	1.14E-01
 TCF21 	-0.32569353	1.14E-01
 ING1 	0.24041784	1.14E-01
 ARHGEF10L 	0.24352267	1.14E-01
 SLC24A1 	0.27581509	1.14E-01
 NDUFV3 	0.27149502	1.14E-01
 SERTAD3 	0.29876298	1.14E-01
 ZNF8 	0.29736438	1.14E-01
 UPK1B 	-0.51107933	1.14E-01
 UTS2 	0.3998018	1.14E-01
 PHC3 	0.31260596	1.15E-01
 NHS 	0.29579367	1.15E-01
 SAR1B 	0.33813042	1.15E-01
 ADAM23 	0.36130804	1.15E-01
 EFCAB4B 	0.30852924	1.15E-01
 NRBP2 	0.24169509	1.15E-01
 GRHPR 	0.26556753	1.15E-01
 FAM84B 	0.30336536	1.15E-01
 KLC2 	0.26370771	1.15E-01
 RUNDC1 	0.35288518	1.15E-01
 FAM20A 	-0.34449127	1.15E-01
 ZNF30 	0.33728842	1.15E-01
 KLHL20 	0.26460804	1.15E-01
 LOR 	-0.27816211	1.15E-01
 LGALS4 	0.62085969	1.15E-01
 TRIB3 	0.24748138	1.16E-01
 CDA 	0.38617424	1.16E-01
 USP48 	0.2982412	1.16E-01
 OGFRL1 	0.30933984	1.16E-01
 PRMT10 	0.26634487	1.16E-01
 TWIST1 	0.25189691	1.16E-01
 CXCL6 	0.33914329	1.16E-01
 PGK2 	0.28109251	1.16E-01
 TTC38 	0.29411004	1.16E-01
 OR5M8 	-0.18382756	1.16E-01
 MORC3 	0.33460971	1.17E-01
 SRRM1 	0.29844264	1.17E-01
 PYGM 	-0.35192278	1.17E-01
 ZNF639 	0.29637724	1.17E-01
 UQCR11 	0.26439798	1.17E-01
 TMEM220 	-0.30007836	1.17E-01
 FLRT3 	-0.4554792	1.18E-01
 NAIF1 	0.34637649	1.18E-01
 NAP1L2 	-0.45869904	1.18E-01
 MT1DP 	-0.36286887	1.18E-01
 ATF7IP2 	0.34335811	1.18E-01
 ZNF672 	0.23870587	1.18E-01
 C12orf24 	0.34663298	1.18E-01
 C22orf25 	0.2631752	1.18E-01
 EPHA6 	-0.42490764	1.18E-01
 PTPN18 	0.26586153	1.18E-01
 ZP4 	-0.31031713	1.18E-01
 FAM71C 	-0.33772144	1.18E-01
 SCN7A 	-0.58420958	1.18E-01
 CASP9 	0.252737	1.18E-01
 EEF2 	0.31928491	1.18E-01
 CCDC104 	0.31961064	1.18E-01
 SBDS 	0.40672571	1.18E-01
 PPY2 	-0.34318384	1.19E-01
 TCEAL2 	-0.50163429	1.19E-01
 DNAJC16 	0.26100427	1.19E-01
 MOSC1 	0.36029184	1.19E-01
 PLCD4 	-0.36896467	1.19E-01
 GPR109A 	0.34899296	1.19E-01
 SUPT3H 	0.33057187	1.19E-01
 OSBPL7 	-0.29022916	1.19E-01
 AIPL1 	-0.25129882	1.19E-01
 CIZ1 	0.25223451	1.19E-01
 TTC35 	0.36091311	1.19E-01
 ARF5 	0.23675029	1.19E-01
 DUS1L 	0.22511291	1.19E-01
 CAMK2G 	0.309324	1.19E-01
 DNAJC5B 	0.30781653	1.19E-01
 SLC39A3 	0.23618693	1.19E-01
 ABHD10 	0.30256018	1.19E-01
 PRLR 	-0.40293858	1.19E-01
 RNF111 	0.3338362	1.19E-01
 CHN2 	0.27802396	1.19E-01
 AMACR 	0.33925942	1.19E-01
 CD274 	0.39257122	1.19E-01
 ZNF720 	0.28907616	1.20E-01
 FOXE1 	-0.24022433	1.20E-01
 TRMT5 	0.3377184	1.20E-01
 C19orf52 	0.25751771	1.20E-01
 GCLC 	0.34506276	1.20E-01
 PRDM10 	0.25298313	1.20E-01
 INSR 	0.250762	1.20E-01
 STAM2 	0.30052953	1.20E-01
 RARRES2 	0.31817	1.20E-01
 CD37 	0.32697964	1.20E-01
 PARS2 	0.24703813	1.20E-01
 RNASEH2C 	0.24264482	1.20E-01
 SERGEF 	0.28380504	1.20E-01
 H1FNT 	-0.26526156	1.20E-01
 MCOLN2 	0.33591022	1.20E-01
 FAM160A2 	0.25300524	1.20E-01
 TMEM31 	0.31604416	1.20E-01
 PRKACB 	-0.3917996	1.20E-01
 CAPN3 	0.28886958	1.20E-01
 C1orf116 	-0.39753951	1.21E-01
 HPD 	-0.28054071	1.21E-01
 NFAM1 	0.24811722	1.21E-01
 PPP2CB 	0.35287373	1.21E-01
 DENND5B 	0.30908913	1.21E-01
 LOC100132099 	0.36495551	1.21E-01
 FAM47B 	0.30391524	1.21E-01
 STX3 	-0.30963198	1.21E-01
 ST3GAL6 	-0.32210684	1.21E-01
 UBE2DNL 	-0.21113982	1.21E-01
 DGCR2 	0.2392918	1.21E-01
 NRF1 	0.2525432	1.22E-01
 NUMBL 	0.22287716	1.22E-01
 FZR1 	0.23270369	1.22E-01
 ZNF280B 	0.30622736	1.22E-01
 FAM98C 	0.25843762	1.22E-01
 HOXC9 	0.29618622	1.22E-01
 ZNF324 	0.22319658	1.22E-01
 PAPD4 	0.28120082	1.22E-01
 ZNF271 	0.38543096	1.22E-01
 RPS6KA4 	0.22705022	1.22E-01
 SDCBP 	0.34763791	1.22E-01
 GATA6 	-0.24831916	1.23E-01
 LAT 	0.21948804	1.23E-01
 CWC27 	0.33566751	1.23E-01
 TDGF3 	0.26553855	1.23E-01
 PPP1R2 	0.39419091	1.23E-01
 TOMM40 	0.2867454	1.23E-01
 RTN4IP1 	0.30839176	1.23E-01
 ADCK1 	0.30693191	1.24E-01
 LONRF2 	-0.33118498	1.24E-01
 BTBD11 	0.32097016	1.24E-01
 EIF2C3 	0.278027	1.24E-01
 PHC2 	0.25819996	1.24E-01
 RRAGD 	0.35732629	1.24E-01
 KCNK2 	-0.39991244	1.24E-01
 MAEA 	0.2387258	1.24E-01
 SPRR1B 	0.24945478	1.24E-01
 NAP1L3 	0.42454242	1.24E-01
 ARG2 	0.28998096	1.24E-01
 DNAJC12 	0.3416996	1.24E-01
 SBF2 	0.31548951	1.24E-01
 OSGEPL1 	0.30009491	1.24E-01
 ARAP2 	0.33216838	1.24E-01
 WDR27 	0.27770856	1.24E-01
 TTLL3 	0.26503367	1.24E-01
 CC2D1B 	0.23951169	1.24E-01
 GNG8 	-0.30827238	1.24E-01
 BRD7P3 	-0.30744727	1.25E-01
 C19orf56 	0.30046364	1.25E-01
 CCHCR1 	0.24123158	1.25E-01
 ABCD4 	0.24977887	1.25E-01
 LY6G5B 	0.25184438	1.25E-01
 UBE2B 	0.301084	1.25E-01
 SYNPR 	0.38272236	1.25E-01
 DPP7 	0.25508124	1.25E-01
 GPR112 	-0.21865064	1.25E-01
 FERMT3 	0.26559004	1.25E-01
 AVEN 	0.33824393	1.25E-01
 OGDH 	0.28860747	1.25E-01
 GPC1 	0.24208491	1.25E-01
 SEC22A 	0.29601278	1.25E-01
 BRD1 	0.24427158	1.25E-01
 REG3A 	-0.69597269	1.25E-01
 C1orf91 	0.25875413	1.25E-01
 SLC9A11 	-0.15256687	1.25E-01
 VWA5A 	0.31938831	1.25E-01
 CD2 	0.33869093	1.25E-01
 ARID1A 	0.23584309	1.25E-01
 ZNF480 	0.38841482	1.25E-01
 C19orf70 	0.25494967	1.25E-01
 TRERF1 	0.26211931	1.25E-01
 SLC34A2 	0.33053422	1.25E-01
 COTL1 	0.262295	1.25E-01
 SIL1 	0.24034809	1.25E-01
 TMEM136 	0.329175	1.25E-01
 TIMM13 	0.2562518	1.25E-01
 SPCS3 	0.32129907	1.25E-01
 HIPK3 	0.35942942	1.26E-01
 AFAP1L2 	0.31215487	1.26E-01
 LDB3 	-0.25595178	1.26E-01
 ADCK2 	0.24894836	1.26E-01
 DMD 	-0.49584276	1.26E-01
 SGK3 	0.30341671	1.26E-01
 RHEB 	0.37583482	1.26E-01
 FGD5 	0.26405693	1.26E-01
 NDUFAB1 	0.33023796	1.26E-01
 DHX34 	0.24192884	1.26E-01
 THTPA 	0.28174898	1.26E-01
 SLU7 	0.34381964	1.26E-01
 FAM13A 	-0.33498284	1.26E-01
 RAB28 	0.30915022	1.26E-01
 RAB11FIP4 	0.25577004	1.27E-01
 C12orf36 	0.46005313	1.27E-01
 CTGF 	0.35759131	1.27E-01
 ARFIP2 	0.26488276	1.27E-01
 MLN 	-0.2994446	1.27E-01
 GIPR 	-0.25673236	1.27E-01
 SRD5A2 	-0.34699182	1.27E-01
 PCMTD1 	0.37418129	1.27E-01
 PPP1R15B 	0.27830784	1.27E-01
 ACE 	0.26564247	1.27E-01
 CORIN 	0.29451351	1.27E-01
 TMEM99 	0.4208786	1.27E-01
 PPP1R2P9 	-0.28379236	1.27E-01
 CHRNA6 	0.24770684	1.27E-01
 POFUT2 	0.2494956	1.27E-01
 OSBPL5 	0.26342149	1.27E-01
 BMPER 	-0.28960169	1.28E-01
 SMAD1 	0.25938078	1.28E-01
 ZRSR2 	0.33777971	1.28E-01
 TTC37 	0.33225769	1.28E-01
 MRPL53 	0.27736362	1.28E-01
 SMR3A 	-0.3754981	1.28E-01
 ZFP36 	-0.39752002	1.28E-01
 TMEM66 	0.30125647	1.28E-01
 B9D1 	0.2239226	1.28E-01
 SLC22A16 	0.24129442	1.28E-01
 GPR114 	0.27306556	1.28E-01
 SLC22A3 	0.30287898	1.28E-01
 FAM131C 	-0.25459282	1.28E-01
 KAT5 	0.2430228	1.28E-01
 EPM2AIP1 	0.29805396	1.29E-01
 SNX25 	0.30914847	1.29E-01
 PRICKLE4 	0.22990627	1.29E-01
 C4orf26 	-0.30041248	1.29E-01
 EMB 	0.3196954	1.29E-01
 C18orf1 	0.26110787	1.29E-01
 CUL7 	0.22902276	1.29E-01
 GNLY 	0.29145942	1.29E-01
 KRTAP5-5 	0.37436698	1.29E-01
